date,ibov,mcs,spx
28dec2004,26116.61,10716.23,1213.54
29dec2004,26161.31,10787.15,1213.45
30dec2004,26196.25,,1213.55
31dec2004,,,1211.92
01jan2005,,,
02jan2005,,,
03jan2005,25722.01,,1202.08
04jan2005,24848.04,10866.59,1188.05
05jan2005,24691.8,10885.39,1183.74
06jan2005,24366.93,10837.27,1187.89
07jan2005,24747.22,,1186.19
08jan2005,,,
09jan2005,,,
10jan2005,24291.89,10817.04,1190.25
11jan2005,24369.87,10817.04,1182.99
12jan2005,24509.6,10800.98,1187.7
13jan2005,24805.74,10846.53,1177.45
14jan2005,24924.13,10843.22,1184.52
15jan2005,,,
16jan2005,,,
17jan2005,24515.22,10852.14,
18jan2005,24089.19,10895.78,1195.98
19jan2005,24271.23,10927.97,1184.63
20jan2005,23609.97,10934,1175.41
21jan2005,23818.37,,1167.87
22jan2005,,,
23jan2005,,,
24jan2005,24197.72,10926.64,1163.75
25jan2005,,10901.18,1168.41
26jan2005,24530.16,10865.08,1174.07
27jan2005,24029.7,10893.75,1174.55
28jan2005,23968.09,10947.07,1171.36
29jan2005,,,
30jan2005,,,
31jan2005,24350.62,,1181.27
01feb2005,24149.46,,1189.41
02feb2005,24605.36,11017.049,1193.19
03feb2005,24873.63,11031.629,1189.89
04feb2005,25731.94,,1203.03
05feb2005,,,
06feb2005,,,
07feb2005,,11011.96,1201.72
08feb2005,,,1202.3
09feb2005,26313.5,10942.21,1191.99
10feb2005,26415.79,10942.21,1197.01
11feb2005,26670.52,10943.1,1205.3
12feb2005,,,
13feb2005,,,
14feb2005,26531.89,10925.42,1206.14
15feb2005,26610.12,,1210.12
16feb2005,26384.08,10904.05,1210.34
17feb2005,27090.91,10906.19,1200.75
18feb2005,26756.25,10831.78,1201.59
19feb2005,,,
20feb2005,,,
21feb2005,26853.05,10877.61,
22feb2005,26740.06,,1184.16
23feb2005,27198.46,10727.01,1190.8
24feb2005,28436.17,,1200.2
25feb2005,28425.04,,1211.37
26feb2005,,,
27feb2005,,,
28feb2005,28139.13,10617.37,1203.6
01mar2005,27729.98,10652.95,1210.41
02mar2005,28199.7,10608.2,1210.08
03mar2005,28668.4,,1210.47
04mar2005,29197.19,10608.2,1222.12
05mar2005,,,
06mar2005,,,
07mar2005,29455.42,10590.87,1225.31
08mar2005,29021.2,10537.39,1219.43
09mar2005,28514.46,10453.111,1207.01
10mar2005,28567.49,10523.14,1209.25
11mar2005,28074.91,,1200.08
12mar2005,,,
13mar2005,,,
14mar2005,28098.89,10622.62,1206.83
15mar2005,27587.71,10655.76,1197.75
16mar2005,27826.71,,1188.07
17mar2005,28085.83,10626.5,1190.21
18mar2005,27593.25,10618.23,1189.65
19mar2005,,,
20mar2005,,,
21mar2005,27411.34,,1183.78
22mar2005,26618.06,,1171.71
23mar2005,26248.27,10666.8,1172.53
24mar2005,26701.88,10666.8,1171.42
25mar2005,,,
26mar2005,,,
27mar2005,,,
28mar2005,26257.32,10658.13,1174.28
29mar2005,25842.08,10618.77,1165.36
30mar2005,26469.78,10537.86,1181.41
31mar2005,26610.65,10474.96,1180.59
01apr2005,26773.83,,1172.92
02apr2005,,,
03apr2005,,,
04apr2005,26406.75,10432.49,1176.12
05apr2005,26038.44,,1181.39
06apr2005,25695.05,10451.84,1184.07
07apr2005,26307.83,10467.33,1191.14
08apr2005,25884.63,10467.33,1181.2
09apr2005,,,
10apr2005,,,
11apr2005,25899.73,10473.59,1181.21
12apr2005,26206.21,10506.07,1187.76
13apr2005,26066.11,10543.18,1173.79
14apr2005,24984,10516.55,1162.05
15apr2005,24655.85,,1142.62
16apr2005,,,
17apr2005,,,
18apr2005,24877.04,10548.91,1145.98
19apr2005,25566.17,10576.81,1152.78
20apr2005,25062.44,10630.14,1137.5
21apr2005,,,1159.95
22apr2005,24767.06,,1152.12
23apr2005,,,
24apr2005,,,
25apr2005,25231.5,10624.99,1162.1
26apr2005,25304.75,10617.62,1151.74
27apr2005,25241.7,10619.24,1156.38
28apr2005,24439.71,10664.64,1143.22
29apr2005,24843.7,10718.32,1156.85
30apr2005,,,
01may2005,,,
02may2005,24704.6,10848.928,1162.16
03may2005,24715.63,10855.947,1161.17
04may2005,25474.47,,1175.65
05may2005,25435.82,10616.58,1172.63
06may2005,25589.2,10795.03,1171.35
07may2005,,,
08may2005,,,
09may2005,25464.75,10793.84,1178.84
10may2005,24762.71,10855.73,1166.22
11may2005,24698.66,10855.73,1171.11
12may2005,24117.27,10780.85,1159.36
13may2005,23887.44,10725.11,1154.05
14may2005,,,
15may2005,,,
16may2005,24378.5,10689.96,1165.69
17may2005,24412.76,10696.2,1173.8
18may2005,24898.12,10740.17,1185.56
19may2005,24829.01,10794.43,1191.08
20may2005,24522.41,10790.91,1189.28
21may2005,,,
22may2005,,,
23may2005,24214.89,10804,1193.86
24may2005,24545.24,10833.09,1194.07
25may2005,24478.42,10868.15,1190.01
26may2005,,,1197.62
27may2005,25255.48,10919.11,1198.78
28may2005,,,
29may2005,,,
30may2005,25424.22,10982.64,
31may2005,25207.07,11084.4,1191.5
01jun2005,25948.83,11084.17,1202.27
02jun2005,26639.83,10931.34,1204.29
03jun2005,26365.62,11069.71,1196.02
04jun2005,,,
05jun2005,,,
06jun2005,25556.26,,1197.51
07jun2005,25026.1,,1197.26
08jun2005,24701.5,10970.19,1194.67
09jun2005,24483.55,10932.54,1200.93
10jun2005,24950.95,10964.21,1198.11
11jun2005,,,
12jun2005,,,
13jun2005,24901.83,10919.65,1200.82
14jun2005,25744.24,11019.65,1203.91
15jun2005,25481.38,10979.09,1206.58
16jun2005,25750.53,11018.66,1210.96
17jun2005,26092.88,10995.09,1216.96
18jun2005,,,
19jun2005,,,
20jun2005,26045.5,,1216.1
21jun2005,25721.68,10978.77,1213.61
22jun2005,25678.25,11004.44,1213.88
23jun2005,24815.58,10982.073,1200.73
24jun2005,24916.91,10993.54,1191.57
25jun2005,,,
26jun2005,,,
27jun2005,25225.77,11035.1,1190.69
28jun2005,25261.04,11031.75,1201.57
29jun2005,25126.36,11024.51,1199.85
30jun2005,25051.21,11048.92,1191.33
01jul2005,25311.44,,1194.44
02jul2005,,,
03jul2005,,,
04jul2005,25044.53,10958.27,
05jul2005,24674.77,10949.62,1204.99
06jul2005,24516.86,10929.09,1194.94
07jul2005,24449.51,10929.09,1197.87
08jul2005,24422.91,,1211.86
09jul2005,,,
10jul2005,,,
11jul2005,25015.58,10955.32,1219.44
12jul2005,25536.25,,1222.21
13jul2005,25855.91,10982.99,1223.29
14jul2005,25919.95,11025.67,1226.5
15jul2005,25221.53,11070.77,1227.92
16jul2005,,,
17jul2005,,,
18jul2005,25321.08,11132.25,1221.13
19jul2005,25270.6,11194.95,1229.35
20jul2005,25704.76,11264.16,1235.2
21jul2005,25842.37,11433.62,1227.04
22jul2005,25391.23,11472.27,1233.68
23jul2005,,,
24jul2005,,,
25jul2005,24530.79,11419.92,1229.03
26jul2005,24868.47,11466.18,1231.16
27jul2005,25337.82,11505.58,1236.79
28jul2005,26068.37,11576.08,1243.72
29jul2005,26042.36,11535.56,1234.18
30jul2005,,,
31jul2005,,,
01aug2005,26298.07,11527.93,1235.35
02aug2005,26788.54,11532.43,1244.12
03aug2005,26714.07,11564.34,1245.04
04aug2005,26469.9,11609.27,1235.86
05aug2005,26517.92,11623.43,1226.42
06aug2005,,,
07aug2005,,,
08aug2005,26711.19,11635.32,1223.13
09aug2005,27291.44,11683.36,1231.38
10aug2005,27116.92,11679.52,1229.13
11aug2005,26633.12,11680,1237.81
12aug2005,26950.74,11790.99,1230.39
13aug2005,,,
14aug2005,,,
15aug2005,27375.02,11897.97,1233.87
16aug2005,27080.1,11953.87,1219.34
17aug2005,27416.12,11963.45,1220.24
18aug2005,26899.74,12013.68,1219.02
19aug2005,26643.77,12065.58,1219.71
20aug2005,,,
21aug2005,,,
22aug2005,27260.68,12065.04,1221.73
23aug2005,26769.28,12097.78,1217.57
24aug2005,26712.38,12103.95,1209.59
25aug2005,27401.63,11978.44,1212.4
26aug2005,27094.61,11820.71,1205.1
27aug2005,,,
28aug2005,,,
29aug2005,27384.83,11881.25,1212.28
30aug2005,27603.74,11880.13,1208.41
31aug2005,28044.83,11933.35,1220.33
01sep2005,27962.19,11953.2,1221.59
02sep2005,28319.11,12182.81,1218.02
03sep2005,,,
04sep2005,,,
05sep2005,28522,12351.21,
06sep2005,28854.92,12273.66,1233.39
07sep2005,,12076.18,1236.36
08sep2005,28828.06,,1231.67
09sep2005,29307.91,12065.13,1241.48
10sep2005,,,
11sep2005,,,
12sep2005,29086.48,12148.15,1240.56
13sep2005,28873.3,12263.11,1231.2
14sep2005,29049.99,12293.58,1227.16
15sep2005,29366.24,12270.46,1227.73
16sep2005,29815.83,12263.23,1237.91
17sep2005,,,
18sep2005,,,
19sep2005,30076.02,12295.65,1231.02
20sep2005,30058.99,12237.57,1221.34
21sep2005,30837.29,12180.9,1210.2
22sep2005,30678.43,12111.96,1214.62
23sep2005,31294.11,12022.49,1215.29
24sep2005,,,
25sep2005,,,
26sep2005,31141.2,12105.52,1215.63
27sep2005,30874.94,12115.89,1215.66
28sep2005,31317.24,12094.27,1216.89
29sep2005,31208.82,12087.75,1227.68
30sep2005,31583.79,12089.99,1228.81
01oct2005,,,
02oct2005,,,
03oct2005,31856.13,12092.77,1226.7
04oct2005,31283.83,12142.41,1214.47
05oct2005,30163.52,12135.29,1196.39
06oct2005,29227.4,12121.15,1191.49
07oct2005,29972.99,12133.19,1195.9
08oct2005,,,
09oct2005,,,
10oct2005,30277.22,12158.72,1187.33
11oct2005,30614.23,12200.87,1184.87
12oct2005,,12251.53,1177.68
13oct2005,29880.04,12278.18,1176.84
14oct2005,29770.22,12329.23,1186.57
15oct2005,,,
16oct2005,,,
17oct2005,30241.61,12376.65,1190.1
18oct2005,29067.91,12434.53,1178.14
19oct2005,29297.11,12385.56,1195.76
20oct2005,28344.08,12342.34,1177.8
21oct2005,29175.79,12298.34,1179.59
22oct2005,,,
23oct2005,,,
24oct2005,29834.99,12293.87,1199.38
25oct2005,29498.03,12323.94,1196.54
26oct2005,29729.97,12300.75,1191.38
27oct2005,29132.52,12349.29,1178.9
28oct2005,29318.18,12354.54,1198.41
29oct2005,,,
30oct2005,,,
31oct2005,30193.51,12409.18,1207.01
01nov2005,30899.71,,1202.76
02nov2005,,12648.06,1214.76
03nov2005,31099.97,12738.96,1219.94
04nov2005,30887.5,,1220.14
05nov2005,,,
06nov2005,,,
07nov2005,30952.24,12783.46,1222.81
08nov2005,30970.6,12844.47,1218.59
09nov2005,30666.07,12754.17,1220.65
10nov2005,30724.6,12700.03,1230.96
11nov2005,30510.89,12738.56,1234.72
12nov2005,,,
13nov2005,,,
14nov2005,30218.88,12855.91,1233.76
15nov2005,,12924.27,1229.01
16nov2005,30482.12,,1231.21
17nov2005,31087,,1242.8
18nov2005,31102.37,,1248.27
19nov2005,,,
20nov2005,,,
21nov2005,31110.07,12860.66,1254.85
22nov2005,31489.01,12940.7,1261.23
23nov2005,31942.56,12914.9,1265.61
24nov2005,31944.73,12917.56,
25nov2005,31919.66,,1268.25
26nov2005,,,
27nov2005,,,
28nov2005,31357.55,13118.66,1257.46
29nov2005,31651.55,13132.67,1257.48
30nov2005,31916.76,,1249.48
01dec2005,32617.18,12965.24,1264.67
02dec2005,32832.45,12849.8,1265.08
03dec2005,,,
04dec2005,,,
05dec2005,32701.17,12797.83,1262.09
06dec2005,33223.42,12779.57,1263.7
07dec2005,32756.79,12727.87,1257.37
08dec2005,32480.04,12468.62,1255.84
09dec2005,32921.76,12698.87,1259.37
10dec2005,,,
11dec2005,,,
12dec2005,32970.6,12657.88,1260.43
13dec2005,33419.65,12707.59,1267.43
14dec2005,33629.47,12792.74,1272.74
15dec2005,33193.27,12782.02,1270.94
16dec2005,33291.82,12912.22,1267.32
17dec2005,,,
18dec2005,,,
19dec2005,33005.27,12966.5,1259.92
20dec2005,33066.53,12969.36,1259.62
21dec2005,33517.05,12945.28,1262.79
22dec2005,33512.86,12955.45,1268.12
23dec2005,33331.26,12934.42,1268.66
24dec2005,,,
25dec2005,,,
26dec2005,33297.52,12846.57,
27dec2005,33370.73,12843.41,1256.54
28dec2005,33138.48,12882.41,1258.17
29dec2005,33455.94,12924.64,1254.42
30dec2005,,12929.87,1248.29
31dec2005,,,
01jan2006,,,
02jan2006,33507.27,12894.53,
03jan2006,34540.58,13036.17,1268.8
04jan2006,35002.37,13216.29,1273.46
05jan2006,34936.11,13585.19,1273.48
06jan2006,35475.02,13688.5,1285.45
07jan2006,,,
08jan2006,,,
09jan2006,35337.33,13922.27,1290.15
10jan2006,35049.42,14140.44,1289.69
11jan2006,35952.24,,1294.18
12jan2006,35779.3,,1286.06
13jan2006,35897.12,14141.39,1287.61
14jan2006,,,
15jan2006,,,
16jan2006,36533.68,14187.58,
17jan2006,36119.37,14001.7,1282.93
18jan2006,35805.19,13966.96,1277.93
19jan2006,36858.19,14097.56,1285.04
20jan2006,36694.65,14305.84,1261.49
21jan2006,,,
22jan2006,,,
23jan2006,36631.75,,1263.82
24jan2006,37399.67,14552.28,1266.86
25jan2006,,14705.73,1264.68
26jan2006,38014.36,14728.41,1273.83
27jan2006,37822.22,14973.14,1283.72
28jan2006,,,
29jan2006,,,
30jan2006,38242.04,15461,1285.2
31jan2006,38382.8,,1280.08
01feb2006,38484.84,15878.42,1282.46
02feb2006,37304.19,15872.14,1270.84
03feb2006,37261.73,15872.14,1264.03
04feb2006,,,
05feb2006,,,
06feb2006,37321.2,16175.45,1265.02
07feb2006,36561.7,16637.76,1254.78
08feb2006,36499.41,16665.98,1265.65
09feb2006,36882.31,16880.57,1263.78
10feb2006,36975.27,16948.49,1266.99
11feb2006,,,
12feb2006,,,
13feb2006,36113.95,16678.24,1262.86
14feb2006,36626.88,16140.43,1275.53
15feb2006,37239.3,,1280
16feb2006,38256.39,16234.37,1289.38
17feb2006,38421.83,16311.86,1287.24
18feb2006,,,
19feb2006,,,
20feb2006,38539.18,16583.16,
21feb2006,38165.97,16742.76,1283.03
22feb2006,38246.4,16880.391,1292.67
23feb2006,38405.48,16826.07,1287.79
24feb2006,38610.39,16506.289,1289.43
25feb2006,,,
26feb2006,,,
27feb2006,,16580.779,1294.12
28feb2006,,16517.76,1280.66
01mar2006,39177.87,16520.01,1291.24
02mar2006,39125.84,,1289.14
03mar2006,39239.75,16641.74,1287.23
04mar2006,,,
05mar2006,,,
06mar2006,38353.98,,1278.26
07mar2006,37422.58,16807.381,1275.88
08mar2006,37289.08,16589.711,1278.47
09mar2006,36312.27,16503.91,1272.23
10mar2006,36890.69,16564.26,1281.58
11mar2006,,,
12mar2006,,,
13mar2006,36792.98,16388.1,1284.13
14mar2006,37541.49,16061.48,1297.48
15mar2006,38243.99,15947.08,1303.02
16mar2006,38156.64,16257.1,1305.33
17mar2006,38049.17,16259.32,1307.25
18mar2006,,,
19mar2006,,,
20mar2006,38203.53,16284.34,1305.08
21mar2006,37398.01,16250.96,1297.23
22mar2006,37850.59,16360.13,1305.04
23mar2006,37473.85,16658.859,1301.67
24mar2006,37577.05,16766.73,1302.95
25mar2006,,,
26mar2006,,,
27mar2006,37641.06,17008.02,1301.61
28mar2006,36682.21,17296.9,1293.23
29mar2006,37491.57,17349.439,1302.89
30mar2006,37776.76,17168.061,1300.25
31mar2006,37951.97,17333.48,1294.83
01apr2006,,,
02apr2006,,,
03apr2006,38717.07,17331.09,1297.81
04apr2006,38802.26,17693.92,1305.93
05apr2006,39053.2,17809.801,1311.56
06apr2006,39285.04,17711.881,1309.04
07apr2006,38926.49,17806.59,1295.5
08apr2006,,,
09apr2006,,,
10apr2006,38474.73,18139.23,1296.6
11apr2006,37901.19,,1286.57
12apr2006,38427.41,,1288.12
13apr2006,38082.13,18265.471,1289.12
14apr2006,,18148.381,
15apr2006,,,
16apr2006,,,
17apr2006,38462.48,17983.939,1285.33
18apr2006,39572.47,17985.119,1307.65
19apr2006,39937.74,18024.4,1309.93
20apr2006,39774.59,18229.211,1311.46
21apr2006,,18319.189,1311.28
22apr2006,,,
23apr2006,,,
24apr2006,39751.3,,1308.11
25apr2006,39738.07,18492.4,1301.74
26apr2006,40410.06,18589.721,1305.41
27apr2006,39751.44,,1309.72
28apr2006,40363.42,18870.689,1310.61
29apr2006,,,
30apr2006,,,
01may2006,,,1305.19
02may2006,41016.58,18489.279,1313.21
03may2006,40919.76,18559.471,1307.85
04may2006,40975.78,18559.471,1312.25
05may2006,41417.27,19287.961,1325.76
06may2006,,,
07may2006,,,
08may2006,41515.49,19668.211,1324.66
09may2006,41979.29,19679.1,1325.14
10may2006,41751.5,19133.52,1322.85
11may2006,40847.07,19080.91,1305.92
12may2006,40211.97,,1291.24
13may2006,,,
14may2006,,,
15may2006,39271.45,18821.59,1294.5
16may2006,39416.44,18385.25,1292.08
17may2006,38290.68,18354.4,1270.32
18may2006,37807.15,18114.199,1261.81
19may2006,37732.86,17711.711,1267.03
20may2006,,,
21may2006,,,
22may2006,36496.92,16770.25,1262.07
23may2006,36110,16064.38,1256.58
24may2006,35791.96,16544.93,1258.57
25may2006,37568.66,16474.74,1272.88
26may2006,38629.71,16197.1,1280.16
27may2006,,,
28may2006,,,
29may2006,38145.15,15907.22,
30may2006,36412.51,16019.01,1259.84
31may2006,36530.04,16332.85,1270.09
01jun2006,37748.3,,1285.71
02jun2006,37942.18,16646.109,1288.22
03jun2006,,,
04jun2006,,,
05jun2006,36739.86,16620.211,1265.29
06jun2006,36557.8,16225.08,1263.85
07jun2006,35264,,1256.15
08jun2006,35437.78,15590.85,1257.93
09jun2006,35074.63,15541.76,1252.3
10jun2006,,,
11jun2006,,,
12jun2006,33554.52,,1236.4
13jun2006,32847.61,,1223.69
14jun2006,32941.46,15401.29,1230.04
15jun2006,,15771.04,1256.16
16jun2006,34398.92,16026.24,1251.54
17jun2006,,,
18jun2006,,,
19jun2006,33897.35,16163.59,1240.14
20jun2006,33632.14,16121.66,1240.12
21jun2006,34546.64,16067.12,1252.2
22jun2006,34316.77,16032.44,1245.6
23jun2006,34661.22,,1244.5
24jun2006,,,
25jun2006,,,
26jun2006,34631.24,15873.2,1250.56
27jun2006,34375.73,15835.36,1239.2
28jun2006,34834.65,15988.81,1246
29jun2006,36486.67,16233.92,1272.87
30jun2006,36630.66,16646.449,1270.2
01jul2006,,,
02jul2006,,,
03jul2006,37357.2,16748.51,1280.19
04jul2006,37367.34,17081.35,
05jul2006,36378.03,17192.82,1270.91
06jul2006,36533.13,17225.08,1274.08
07jul2006,36101.98,17133.25,1265.48
08jul2006,,,
09jul2006,,,
10jul2006,36140.64,16864.881,1267.34
11jul2006,36553.56,16830.789,1272.52
12jul2006,36229.71,16857.961,1258.6
13jul2006,35354.28,16857.961,1242.29
14jul2006,35349.68,16802.49,1236.2
15jul2006,,,
16jul2006,,,
17jul2006,34866.31,16661.93,1234.49
18jul2006,35130.42,16710.109,1236.86
19jul2006,36785.45,16648.119,1259.81
20jul2006,35846.84,16494.84,1249.13
21jul2006,35510.4,16446.779,1240.29
22jul2006,,,
23jul2006,,,
24jul2006,36224.39,16467.801,1260.91
25jul2006,36680.83,16451.561,1268.88
26jul2006,36594.3,16197.58,1268.4
27jul2006,36887.72,16163.6,1263.2
28jul2006,37381.06,16135.88,1278.55
29jul2006,,,
30jul2006,,,
31jul2006,37077.12,16141.94,1276.66
01aug2006,36839.31,16175.85,1270.92
02aug2006,37288.4,16168.84,1278.55
03aug2006,37451.19,16149.89,1280.27
04aug2006,37847.88,16177.48,1279.36
05aug2006,,,
06aug2006,,,
07aug2006,37697.55,16231.32,1275.77
08aug2006,37600.44,16669.311,1271.48
09aug2006,37255.12,17020.449,1265.95
10aug2006,37353.76,16874.801,1271.81
11aug2006,36944.43,16882.41,1266.74
12aug2006,,,
13aug2006,,,
14aug2006,36556.88,,1268.21
15aug2006,37295.93,16884.23,1285.58
16aug2006,37677.81,17112.18,1295.43
17aug2006,37558.89,17130.43,1297.48
18aug2006,37551.71,17170.971,1302.3
19aug2006,,,
20aug2006,,,
21aug2006,37160.6,,1297.52
22aug2006,36677.51,17159.779,1298.82
23aug2006,35512.1,17258.359,1292.99
24aug2006,35797.26,,1296.06
25aug2006,35957.52,17778.73,1295.09
26aug2006,,,
27aug2006,,,
28aug2006,36374.51,17940.119,1301.78
29aug2006,36303.67,17849.109,1304.28
30aug2006,36313.43,18084.4,1304.27
31aug2006,36232.22,18083.961,1303.82
01sep2006,37329.15,18082.391,1311.01
02sep2006,,,
03sep2006,,,
04sep2006,37693.35,18122.51,
05sep2006,37367.96,18051.59,1313.25
06sep2006,36709.87,18136.09,1300.26
07sep2006,,18309.34,1294.02
08sep2006,36558.48,18595.42,1298.92
09sep2006,,,
10sep2006,,,
11sep2006,35772.49,18908.23,1299.54
12sep2006,36146.66,18798.09,1313.11
13sep2006,36549.71,18826.6,1318.07
14sep2006,36153.6,18890.83,1316.28
15sep2006,36169.93,18714.23,1319.87
16sep2006,,,
17sep2006,,,
18sep2006,36482.78,18693.131,1321.18
19sep2006,35885.68,18559.73,1318.31
20sep2006,35196.59,18392.52,1325.18
21sep2006,34830.08,18481.711,1318.03
22sep2006,34798.8,18493.221,1314.78
23sep2006,,,
24sep2006,,,
25sep2006,34972.74,18466.01,1326.37
26sep2006,35818.97,18342.359,1336.34
27sep2006,36105.64,18132.4,1336.59
28sep2006,36486.19,18383.58,1339.15
29sep2006,36449.4,18441.15,1335.85
30sep2006,,,
01oct2006,,,
02oct2006,37057.75,18457.42,1331.32
03oct2006,36437.55,18542.609,1334.11
04oct2006,37749.29,18460.109,1350.22
05oct2006,37976.86,17855.41,1353.22
06oct2006,37940.44,17629.67,1349.58
07oct2006,,,
08oct2006,,,
09oct2006,38406.37,17677.57,1350.66
10oct2006,38654.69,17671.971,1353.42
11oct2006,38322.21,17533.619,1349.95
12oct2006,,17495.24,1362.83
13oct2006,38850.16,17361.26,1365.62
14oct2006,,,
15oct2006,,,
16oct2006,39229.06,17347.631,1369.05
17oct2006,38897.5,,1364.05
18oct2006,38685.99,17545.619,1365.96
19oct2006,38919.75,17864.221,1366.96
20oct2006,38642.82,17994.16,1368.6
21oct2006,,,
22oct2006,,,
23oct2006,39226.76,18014.801,1377.02
24oct2006,39498.98,18154.721,1377.38
25oct2006,39562.63,,1382.22
26oct2006,39644.78,,1389.08
27oct2006,39328.47,18277.449,1377.34
28oct2006,,,
29oct2006,,,
30oct2006,38900.49,18519.58,1377.93
31oct2006,39262.79,18909.42,1377.94
01nov2006,39930.05,19057.73,1367.81
02nov2006,,19102.311,1367.34
03nov2006,40435.18,19089.33,1364.3
04nov2006,,,
05nov2006,,,
06nov2006,41246.61,,1379.78
07nov2006,41048.31,19409.17,1382.84
08nov2006,41334.23,19328.461,1385.72
09nov2006,40815.48,18919.449,1378.33
10nov2006,40719.92,18850.08,1380.9
11nov2006,,,
12nov2006,,,
13nov2006,40605.79,19204.721,1384.42
14nov2006,41290.7,19423.42,1393.22
15nov2006,,19317.99,1396.57
16nov2006,41161.87,19065.67,1399.76
17nov2006,41029.43,19084.32,1401.2
18nov2006,,,
19nov2006,,,
20nov2006,,19119.75,1400.5
21nov2006,41570.4,19109.42,1402.81
22nov2006,41912.92,19192.971,1406.09
23nov2006,42069.83,19301.73,
24nov2006,41757.72,19669.869,1400.95
25nov2006,,,
26nov2006,,,
27nov2006,40914.63,19639.961,1381.9
28nov2006,41043.15,19466.551,1386.72
29nov2006,41970.01,19516.82,1399.48
30nov2006,41931.84,19510.73,1400.63
01dec2006,41327.07,19688,1396.71
02dec2006,,,
03dec2006,,,
04dec2006,42654.33,19760.609,1409.12
05dec2006,43157.28,19818.869,1414.76
06dec2006,43096.16,19988.75,1412.9
07dec2006,42909.29,20292.619,1407.29
08dec2006,42977.58,20750.221,1409.84
09dec2006,,,
10dec2006,,,
11dec2006,43297.06,20917.33,1413.04
12dec2006,43018.45,21112.391,1411.56
13dec2006,43284.52,21547.74,1413.21
14dec2006,43754.56,21088.461,1425.49
15dec2006,43595.7,20729.93,1427.09
16dec2006,,,
17dec2006,,,
18dec2006,43508.73,20717.92,1422.48
19dec2006,43589.72,20283.5,1425.55
20dec2006,43502.36,20273.311,1423.53
21dec2006,43385.02,20241.109,1418.3
22dec2006,43355.73,20464.539,1410.76
23dec2006,,,
24dec2006,,,
25dec2006,,,
26dec2006,43603.08,20267.92,1416.9
27dec2006,44526.36,20340.73,1426.84
28dec2006,44473.71,20266.891,1424.73
29dec2006,,20357.471,1418.3
30dec2006,,,
31dec2006,,,
01jan2007,,,
02jan2007,45382.61,20361.609,
03jan2007,44445.29,20656.16,1416.6
04jan2007,44019.77,20960.939,1418.34
05jan2007,42245.16,21296.289,1409.71
06jan2007,,,
07jan2007,,,
08jan2007,42829.93,21487.279,1412.84
09jan2007,42006.78,21405.039,1412.11
10jan2007,42335.67,21367.199,1414.85
11jan2007,42670.32,,1423.82
12jan2007,43094.97,21138.369,1430.73
13jan2007,,,
14jan2007,,,
15jan2007,42919.17,21188.49,
16jan2007,42624.22,21453.641,1431.9
17jan2007,42735.48,21517.461,1430.62
18jan2007,42477.92,21442.051,1426.37
19jan2007,43427.64,21365.289,1430.5
20jan2007,,,
21jan2007,,,
22jan2007,43553.3,21426.801,1422.95
23jan2007,44177.2,21443.07,1427.99
24jan2007,44686.73,21464.23,1440.13
25jan2007,,21624.34,1423.9
26jan2007,44412.35,21948.9,1422.18
27jan2007,,,
28jan2007,,,
29jan2007,43573.49,22251.779,1420.62
30jan2007,44044.23,22447.26,1428.82
31jan2007,44641.6,22455.061,1438.24
01feb2007,44815.01,,1445.94
02feb2007,44997.83,21993.48,1448.39
03feb2007,,,
04feb2007,,,
05feb2007,45286.17,22082.779,1446.99
06feb2007,45351.8,22314.439,1448
07feb2007,44587.96,22232.16,1450.02
08feb2007,44891.94,22273.779,1448.31
09feb2007,44284.4,22413.25,1438.06
10feb2007,,,
11feb2007,,,
12feb2007,43934.75,22585.25,1433.37
13feb2007,45197.45,22742.1,1444.26
14feb2007,45995.6,22746.789,1455.3
15feb2007,45955.07,22871.43,1456.81
16feb2007,45849.03,23297.26,1455.54
17feb2007,,,
18feb2007,,,
19feb2007,,23851.141,
20feb2007,,23445.75,1459.68
21feb2007,46090.24,23343.35,1457.63
22feb2007,46452.26,22593.08,1456.38
23feb2007,46015.79,22335.91,1451.19
24feb2007,,,
25feb2007,,,
26feb2007,46207.4,22715.971,1449.37
27feb2007,43145.33,22712.939,1399.04
28feb2007,43892.31,22895.119,1406.82
01mar2007,43516.91,22605.439,1403.17
02mar2007,42369.84,22986.43,1387.17
03mar2007,,,
04mar2007,,,
05mar2007,41179.16,23215.189,1374.12
06mar2007,43218.4,23589.25,1395.41
07mar2007,42667.18,23962.721,1391.97
08mar2007,43465.83,24210.949,1401.89
09mar2007,44133.42,23656.84,1402.85
10mar2007,,,
11mar2007,,,
12mar2007,44249.23,23650.91,1406.6
13mar2007,42749.38,24035.41,1377.95
14mar2007,43288.44,,1387.17
15mar2007,43278.19,23748.869,1392.28
16mar2007,42730.04,23868.73,1386.95
17mar2007,,,
18mar2007,,,
19mar2007,43712.55,23844.279,1402.06
20mar2007,44350.87,24052.93,1410.94
21mar2007,45630.86,24218.449,1435.04
22mar2007,45424.18,24233.711,1434.54
23mar2007,45532.53,24398.891,1436.11
24mar2007,,,
25mar2007,,,
26mar2007,45644.56,24436.59,1437.5
27mar2007,45206.53,24363.189,1428.61
28mar2007,44484.1,24553.211,1417.23
29mar2007,45355.13,24552.301,1422.53
30mar2007,45804.66,24465.109,1420.86
31mar2007,,,
01apr2007,,,
02apr2007,45597.48,24465.15,1424.55
03apr2007,46288.16,24224.51,1437.77
04apr2007,46553.93,24095.119,1439.37
