date,ibov,mcs,spx
21nov1998,,,
22nov1998,,,
23nov1998,8635.879999999999,12784.549,1188.21
24nov1998,8606.549999999999,12765.599,1182.99
25nov1998,8909.709999999999,12753.03,1186.87
26nov1998,8953.74,12794.83,
27nov1998,9093.52,12805.19,1192.33
28nov1998,,,
29nov1998,,,
30nov1998,8631.15,12750.299,1163.63
01dec1998,8544.549999999999,12644.959,1175.28
02dec1998,8448.610000000001,12625.299,1171.25
03dec1998,7706.29,12557.7,1150.14
04dec1998,7626.74,12568.44,1176.74
05dec1998,,,
06dec1998,,,
07dec1998,7945.78,12530.25,1187.7
08dec1998,7629.24,12508.12,1181.38
09dec1998,7572.86,12440.87,1183.49
10dec1998,7530.49,12416.69,1165.02
11dec1998,7195.35,12458.07,1166.46
12dec1998,,,
13dec1998,,,
14dec1998,6583.74,12484.95,1141.2
15dec1998,6934.26,12541.32,1162.83
16dec1998,6618.68,12579.879,1161.94
17dec1998,6645.42,12619.629,1179.98
18dec1998,6781.84,12570.08,1188.03
19dec1998,,,
20dec1998,,,
21dec1998,7201.79,12548.959,1202.84
22dec1998,7115.07,12485.459,1203.57
23dec1998,7176.03,12450.879,1228.54
24dec1998,,12542.98,1226.27
25dec1998,,12528.17,
26dec1998,,,
27dec1998,,,
28dec1998,6898.98,12528.719,1225.49
29dec1998,6715.13,12515.48,1241.81
30dec1998,6784.33,12512.57,1231.93
31dec1998,,12565.36,1229.23
01jan1999,,,
02jan1999,,,
03jan1999,,,
04jan1999,6941.99,12577.379,1228.1
05jan1999,7110.84,12519.889,1244.78
06jan1999,7330.72,12519.9,1272.34
07jan1999,6954.17,12543.7,1269.73
08jan1999,6781.41,12630.559,1275.09
09jan1999,,,
10jan1999,,,
11jan1999,6403.26,,1263.88
12jan1999,5915.55,12608.059,1239.51
13jan1999,5617.06,12683.889,1234.4
14jan1999,5057.19,12702.25,1212.19
15jan1999,6746.74,12722.57,1243.26
16jan1999,,,
17jan1999,,,
18jan1999,7113.32,12764.28,
19jan1999,7380.53,,1252
20jan1999,7674.1,,1256.62
21jan1999,7321.32,12999.919,1235.16
22jan1999,7190.21,13080.25,1225.19
23jan1999,,,
24jan1999,,,
25jan1999,,13107.79,1233.98
26jan1999,7645.46,13184.57,1252.31
27jan1999,7687.14,13242.589,1243.17
28jan1999,7987.13,13256.5,1265.37
29jan1999,8171.56,13303.32,1279.64
30jan1999,,,
31jan1999,,,
01feb1999,8891.030000000001,13316.66,1273
02feb1999,8731.700000000001,13283.139,1261.99
03feb1999,8676.030000000001,13261.79,1272.07
04feb1999,8652.940000000001,13235.19,1248.49
05feb1999,8435.48,13242.769,1239.4
06feb1999,,,
07feb1999,,,
08feb1999,8824.27,13220.589,1243.77
09feb1999,8673,13163.07,1216.14
10feb1999,8853.209999999999,13159.339,1223.55
11feb1999,8990.129999999999,13127.799,1254.04
12feb1999,8952.299999999999,13128.28,1230.13
13feb1999,,,
14feb1999,,,
15feb1999,,13114.41,
16feb1999,,13113.459,1241.87
17feb1999,8974.01,13115.389,1224.03
18feb1999,8860.68,13115.389,1237.28
19feb1999,9013.15,13098.58,1239.22
20feb1999,,,
21feb1999,,,
22feb1999,9074.549999999999,13067.469,1272.14
23feb1999,8942.68,13039.15,1271.18
24feb1999,8953.18,13067.86,1253.41
25feb1999,8674.200000000001,13067.519,1245.02
26feb1999,8910.719999999999,13045.08,1238.33
27feb1999,,,
28feb1999,,,
01mar1999,9198,13034.66,1236.16
02mar1999,9070.65,13023.019,1225.5
03mar1999,9154.799999999999,,1227.7
04mar1999,9508.09,13001.9,1246.64
05mar1999,9465.09,12972.94,1275.47
06mar1999,,,
07mar1999,,,
08mar1999,9785.84,12948.889,1282.73
09mar1999,9484.01,12845.99,1279.84
10mar1999,9778.110000000001,12723.65,1286.84
11mar1999,9697.67,12475.45,1297.68
12mar1999,9574.24,12172.58,1294.59
13mar1999,,,
14mar1999,,,
15mar1999,10413.65,12316.139,1307.26
16mar1999,10658.39,12361.879,1306.38
17mar1999,10634.76,12418.45,1297.82
18mar1999,10894.36,12555.389,1316.55
19mar1999,10835.86,12535.37,1299.29
20mar1999,,,
21mar1999,,,
22mar1999,10527.07,12455.65,1297.01
23mar1999,10416.95,12370.589,1262.14
24mar1999,10428.54,12412.16,1268.59
25mar1999,10937.11,12467.54,1289.99
26mar1999,10865.44,12461.87,1282.8
27mar1999,,,
28mar1999,,,
29mar1999,10868.89,,1310.17
30mar1999,11027.58,12389.379,1300.75
31mar1999,10696.35,12342.29,1286.37
01apr1999,,12280.78,1293.72
02apr1999,,12304.12,
03apr1999,,,
04apr1999,,,
05apr1999,11021.53,12262.71,1321.12
06apr1999,11165.65,12293.809,1317.89
07apr1999,11529.92,12202.78,1326.89
08apr1999,11465.72,12165.14,1343.98
09apr1999,11328.55,12120.58,1348.35
10apr1999,,,
11apr1999,,,
12apr1999,11429.88,11941.32,1358.64
13apr1999,11217.33,11776.849,1349.82
14apr1999,11305.8,11737.5,1328.44
15apr1999,11245.55,11999.099,1322.86
16apr1999,11428.77,12121.45,1319
17apr1999,,,
18apr1999,,,
19apr1999,11196.6,12133.9,1289.48
20apr1999,10989.42,12089.5,1306.17
21apr1999,,12127.29,1336.12
22apr1999,11083.93,12115.49,1358.82
23apr1999,11031.91,12135.03,1356.85
24apr1999,,,
25apr1999,,,
26apr1999,10797.92,12101.099,1360.04
27apr1999,10885.36,11988.2,1362.8
28apr1999,11127.21,12033.57,1350.91
29apr1999,11085.25,12043.94,1342.83
30apr1999,11350.56,12088.719,1335.18
01may1999,,,
02may1999,,,
03may1999,11436.9,12070.73,1354.63
04may1999,11268.19,12067.07,1332
05may1999,11578.43,12019.099,1347.31
06may1999,11888.87,11998.639,1332.05
07may1999,12233.23,12011,1345
08may1999,,,
09may1999,,,
10may1999,12412.27,12050.559,1340.3
11may1999,12267.4,12038.08,1355.61
12may1999,12147.7,11963.839,1364
13may1999,12459.16,11937.62,1367.56
14may1999,12335.14,11908.269,1337.8
15may1999,,,
16may1999,,,
17may1999,12151.11,11914.74,1339.49
18may1999,12267.84,11867.29,1333.32
19may1999,12118.31,11880.169,1344.23
20may1999,12088.24,11842.889,1338.83
21may1999,11727.81,11804.259,1330.29
22may1999,,,
23may1999,,,
24may1999,11154.61,11751.32,1306.65
25may1999,10602.18,11719.62,1284.4
26may1999,11245.11,11693.08,1304.76
27may1999,10936.95,11656.98,1281.41
28may1999,10929.67,11633.99,1301.84
29may1999,,,
30may1999,,,
31may1999,11089.61,11595.98,
01jun1999,11050.65,11512.049,1294.26
02jun1999,10996.5,11419.32,1294.81
03jun1999,,11428.059,1299.54
04jun1999,11233.7,11456.669,1327.75
05jun1999,,,
06jun1999,,,
07jun1999,11047.47,11513.15,1334.52
08jun1999,11032.87,11536.669,1317.33
09jun1999,10889.9,11472.74,1318.64
10jun1999,11089.18,11513.78,1302.82
11jun1999,11104.55,11655.629,1293.64
12jun1999,,,
13jun1999,,,
14jun1999,11084.04,11754.16,1294
15jun1999,11183.13,11861.9,1301.16
16jun1999,11643.51,11913.809,1330.41
17jun1999,11628.73,12049.41,1339.9
18jun1999,11877.24,12279.61,1342.84
19jun1999,,,
20jun1999,,,
21jun1999,12005.36,12282.099,1349
22jun1999,11974.44,12177.169,1335.88
23jun1999,11792.22,12085.759,1333.06
24jun1999,11430.77,12157.089,1315.78
25jun1999,11219.58,12236.459,1315.31
26jun1999,,,
27jun1999,,,
28jun1999,11264.01,12153.7,1331.35
29jun1999,11379.29,12156.98,1351.45
30jun1999,11626.94,12120.519,1372.71
01jul1999,11708.12,12061.61,1380.96
02jul1999,11835.58,12059.4,1391.22
03jul1999,,,
04jul1999,,,
05jul1999,11936.01,12044.709,
06jul1999,11674.39,12094.549,1388.12
07jul1999,11745,12165.959,1395.86
08jul1999,11509.03,12161.48,1394.42
09jul1999,,,1403.28
10jul1999,,,
11jul1999,,,
12jul1999,11273.24,12148.29,1399.1
13jul1999,11302.88,12167.879,1393.56
14jul1999,11349.43,12083.059,1398.17
15jul1999,11361.81,12057.669,1409.62
16jul1999,11407.1,12047.57,1418.78
17jul1999,,,
18jul1999,,,
19jul1999,11451.72,12036.389,1407.65
20jul1999,11274.14,12112.549,1377.1
21jul1999,11302.59,12212.519,1379.29
22jul1999,11238.59,12198.549,1360.97
23jul1999,10989.09,12204.33,1356.94
24jul1999,,,
25jul1999,,,
26jul1999,10675.31,12272.65,1347.76
27jul1999,10734.56,12287.309,1362.84
28jul1999,10691.07,12265.19,1365.4
29jul1999,10568.34,12263.769,1341.03
30jul1999,10441.9,12255.219,1328.72
31jul1999,,,
01aug1999,,,
02aug1999,10211.04,12201.04,1328.05
03aug1999,10264.62,12194.889,1322.18
04aug1999,10172.42,12192,1305.33
05aug1999,10195.71,12154.259,1313.71
06aug1999,10038.86,12186.969,1300.29
07aug1999,,,
08aug1999,,,
09aug1999,9948.48,12165.019,1297.8
10aug1999,9834.620000000001,12189.29,1281.43
11aug1999,10136.98,12194.599,1301.93
12aug1999,10045.98,12155.94,1298.16
13aug1999,10180.9,12206.589,1327.68
14aug1999,,,
15aug1999,,,
16aug1999,10118.57,12247.25,1330.77
17aug1999,9924.65,12279.459,1344.16
18aug1999,9689.35,12305.849,1332.84
19aug1999,9818.120000000001,12372.78,1323.59
20aug1999,10142.54,,1336.61
21aug1999,,,
22aug1999,,,
23aug1999,10180.8,12424.549,1360.22
24aug1999,10314.01,12505.95,1363.5
25aug1999,10650.03,12572.709,1381.79
26aug1999,10496.06,12630.85,1362.01
27aug1999,10545.1,12693.429,1348.27
28aug1999,,,
29aug1999,,,
30aug1999,10524.17,12715,1324.02
31aug1999,10564.6,12707.99,1320.41
01sep1999,10902.34,12732,1331.07
02sep1999,10998.22,12702.16,1319.11
03sep1999,11156.23,12628.75,1357.24
04sep1999,,,
05sep1999,,,
06sep1999,11185.45,12607.4,
07sep1999,,12629.24,1350.45
08sep1999,11090.48,12613.37,1344.15
09sep1999,11292.04,12622.82,1347.66
10sep1999,11363.36,12616.62,1351.66
11sep1999,,,
12sep1999,,,
13sep1999,11477.63,12591.49,1344.13
14sep1999,11459.22,12550.429,1336.29
15sep1999,11263.11,12569.98,1317.97
16sep1999,11094.44,12521.82,1318.48
17sep1999,11290.05,12527.089,1335.42
18sep1999,,,
19sep1999,,,
20sep1999,11586.25,12528.589,1335.53
21sep1999,11449.49,12499.959,1307.58
22sep1999,11531.18,12409.879,1310.51
23sep1999,11385.04,12421.419,1280.41
24sep1999,11532.82,12426.959,1277.36
25sep1999,,,
26sep1999,,,
27sep1999,11542.17,12420.42,1283.31
28sep1999,11442.4,12406.389,1282.2
29sep1999,11433.54,12395.809,1268.37
30sep1999,11106.31,12391.98,1282.71
01oct1999,10959.83,12355.16,1282.81
02oct1999,,,
03oct1999,,,
04oct1999,11055.42,12331.07,1304.6
05oct1999,10923.57,12356.269,1301.35
06oct1999,11345.37,12363.549,1325.4
07oct1999,11338.06,12353.57,1317.64
08oct1999,11459.5,12379.419,1336.02
09oct1999,,,
10oct1999,,,
11oct1999,11478.17,12389.74,1335.21
12oct1999,,12332.639,1313.04
13oct1999,11297.7,12368.07,1285.55
14oct1999,11330.31,12378.16,1283.42
15oct1999,11146.49,12429.519,1247.41
16oct1999,,,
17oct1999,,,
18oct1999,10978.22,12461.509,1254.13
19oct1999,11097.65,12457.36,1261.32
20oct1999,11274.85,12480,1289.43
21oct1999,11253.59,12477.54,1283.61
22oct1999,11460.62,12478.12,1301.65
23oct1999,,,
24oct1999,,,
25oct1999,11394.29,12482.4,1293.63
26oct1999,11469.5,12504.29,1281.91
27oct1999,11530.72,12498.4,1296.71
28oct1999,11700.11,12488.9,1342.44
29oct1999,11700.2,12494.9,1362.93
30oct1999,,,
31oct1999,,,
01nov1999,11762.6,12503.889,1354.12
02nov1999,,12521.799,1347.74
03nov1999,12346.67,12523.959,1354.93
04nov1999,12406.32,12518.45,1362.64
05nov1999,12714.26,12526.349,1370.23
06nov1999,,,
07nov1999,,,
08nov1999,12960.1,12509.179,1377.01
09nov1999,12879.89,12498.129,1365.28
10nov1999,13101.14,12521.929,1373.46
11nov1999,13189.27,12509.5,1381.46
12nov1999,13114.01,12515.299,1396.06
13nov1999,,,
14nov1999,,,
15nov1999,,12507.809,1394.39
16nov1999,13128.37,12478.04,1420.07
17nov1999,12812.53,12466.759,1410.71
18nov1999,13087.43,,1424.94
19nov1999,13462.98,12470.4,1422
20nov1999,,,
21nov1999,,,
22nov1999,13435.52,12467.349,1420.94
23nov1999,13565.23,12435.169,1404.64
24nov1999,13392.91,12413.209,1417.08
25nov1999,13536.08,12377.5,
26nov1999,13888.26,12360.879,1416.62
27nov1999,,,
28nov1999,,,
29nov1999,13854.98,12304.299,1407.83
30nov1999,13778.86,12255.66,1388.91
01dec1999,13874.31,12186.169,1397.72
02dec1999,14213.17,12149.509,1409.04
03dec1999,14408.71,12175.679,1433.3
04dec1999,,,
05dec1999,,,
06dec1999,14344.07,12131.91,1423.33
07dec1999,14299.94,12055.73,1409.17
08dec1999,14410.37,12077.309,1403.88
09dec1999,14584.19,12018.73,1408.11
10dec1999,14783.88,12124.559,1417.04
11dec1999,,,
12dec1999,,,
13dec1999,14811.9,12041.15,1415.22
14dec1999,14644.42,11972.23,1403.17
15dec1999,14322.08,11955.58,1413.32
16dec1999,14497.03,11911.179,1418.78
17dec1999,14788.76,11959.679,1421.03
18dec1999,,,
19dec1999,,,
20dec1999,15110.21,11929.62,1418.09
21dec1999,15591.97,11871.12,1433.43
22dec1999,15916.48,11825.2,1436.13
23dec1999,15953.63,11838.969,1458.34
24dec1999,,11863.36,
25dec1999,,,
26dec1999,,,
27dec1999,16011.42,11847.25,1457.1
28dec1999,16376.81,11901,1457.66
29dec1999,16772.96,11957.66,1463.46
30dec1999,17091.6,11991.719,1464.47
31dec1999,,,1469.25
01jan2000,,,
02jan2000,,,
03jan2000,16930.42,11991.049,1455.22
04jan2000,15851,11993.849,1399.42
05jan2000,16245.14,12006.53,1402.11
06jan2000,16106.89,11989.75,1403.45
07jan2000,16309.15,11969.339,1441.47
08jan2000,,,
09jan2000,,,
10jan2000,17022.13,,1457.6
11jan2000,16572.72,,1438.56
12jan2000,16616.87,12010.58,1432.25
13jan2000,17298.07,12064.41,1449.68
14jan2000,17657.95,12043.61,1465.15
15jan2000,,,
16jan2000,,,
17jan2000,18053.22,12052.45,
18jan2000,17903.23,12002.49,1455.14
19jan2000,17470.24,12001.089,1455.9
20jan2000,17176.73,11986.629,1445.57
21jan2000,17034.21,11941.009,1441.36
22jan2000,,,
23jan2000,,,
24jan2000,16971.73,11930.79,1401.53
25jan2000,,11917.9,1410.03
26jan2000,17105.26,11915.509,1404.09
27jan2000,17081.16,11870.759,1398.56
28jan2000,16734.39,11882.379,1360.16
29jan2000,,,
30jan2000,,,
31jan2000,16388.27,11873.019,1394.46
01feb2000,16522.2,11871.78,1409.28
02feb2000,16868.46,11836.629,1409.12
03feb2000,17457.12,11843.7,1424.97
04feb2000,17932.47,11837.889,1424.37
05feb2000,,,
06feb2000,,,
07feb2000,18125.6,11799.429,1424.24
08feb2000,18685.58,11790.459,1441.72
09feb2000,18361.39,11777.98,1411.7
10feb2000,18603.81,11735.929,1416.83
11feb2000,18083.46,11699.969,1387.12
12feb2000,,,
13feb2000,,,
14feb2000,17819.01,11696.19,1389.94
15feb2000,17920.73,11667.129,1402.05
16feb2000,18112.47,11647.37,1387.67
17feb2000,17979.41,11603.519,1388.26
18feb2000,17625.02,11547.04,1346.09
19feb2000,,,
20feb2000,,,
21feb2000,17699.76,11540.019,
22feb2000,17489.33,11419.5,1352.17
23feb2000,17833.39,11282.589,1360.69
24feb2000,17775.79,11132.36,1353.43
25feb2000,17786.82,11135.57,1333.36
26feb2000,,,
27feb2000,,,
28feb2000,17542.7,11115.139,1348.05
29feb2000,17660.2,11211.469,1366.42
01mar2000,17953.01,11220.03,1379.19
02mar2000,18015.5,11285.129,1381.76
03mar2000,18631.73,11289.669,1409.17
04mar2000,,,
05mar2000,,,
06mar2000,,11270.679,1391.28
07mar2000,,11250.209,1355.62
08mar2000,18282.93,11263.849,1366.7
09mar2000,18650.46,11266.429,1401.69
10mar2000,18280.35,11330.58,1395.07
11mar2000,,,
12mar2000,,,
13mar2000,17594.82,11331.719,1383.62
14mar2000,17221.88,11350.7,1359.15
15mar2000,17381.6,11353.519,1392.15
16mar2000,17642.22,11350.07,1458.47
17mar2000,17511.24,,1464.47
18mar2000,,,
19mar2000,,,
20mar2000,17525.59,11366.73,1456.63
21mar2000,18342.79,11345,1493.87
22mar2000,18314,11364.139,1500.64
23mar2000,18331.05,11384.9,1527.35
24mar2000,18674.53,11373.41,1527.46
25mar2000,,,
26mar2000,,,
27mar2000,18951.48,11426.759,1523.86
28mar2000,18337.9,11396.05,1507.73
29mar2000,18053.36,11368.309,1508.52
30mar2000,17646.77,11387.209,1487.92
31mar2000,17820.37,11397.25,1498.58
01apr2000,,,
02apr2000,,,
03apr2000,17245.47,11339.62,1505.97
04apr2000,16757.93,11333.4,1494.73
05apr2000,16714.37,11338.11,1487.37
06apr2000,17146.13,,1501.34
07apr2000,17513.72,11319.57,1516.35
08apr2000,,,
09apr2000,,,
10apr2000,16783.32,11256.91,1504.46
11apr2000,16539.35,11187.349,1500.59
12apr2000,16323.36,11105.87,1467.17
13apr2000,15500.81,11088.94,1440.51
14apr2000,14794.34,11041.559,1356.56
15apr2000,,,
16apr2000,,,
17apr2000,14815.68,10976.589,1401.44
18apr2000,15408.4,10828.2,1441.61
19apr2000,14926.15,10925.589,1427.47
20apr2000,15203.21,10966.04,1434.54
21apr2000,,10941.69,
22apr2000,,,
23apr2000,,,
24apr2000,14794.23,10945.5,1429.86
25apr2000,15400.58,10876.669,1477.44
26apr2000,15446.36,10859.469,1460.99
27apr2000,15440.11,10796.52,1464.92
28apr2000,15537.6,10712.469,1452.43
29apr2000,,,
30apr2000,,,
01may2000,,,1468.25
02may2000,15524.13,10478.429,1446.29
03may2000,15108.56,10339.32,1415.1
04may2000,14969.59,10659.799,1409.57
05may2000,15217.86,10692.839,1432.63
06may2000,,,
07may2000,,,
08may2000,14890.96,10722.57,1424.17
09may2000,14581.52,10862.44,1412.14
10may2000,14433.81,11024.87,1383.05
11may2000,14498.54,11195.57,1407.81
12may2000,14458.94,11343.309,1420.96
13may2000,,,
14may2000,,,
15may2000,15055.53,11373.679,1452.36
16may2000,15360.4,11410.429,1466.04
17may2000,14870.53,11328.54,1447.8
18may2000,14626.69,11282.089,1437.21
19may2000,14326.63,11223.929,1406.95
20may2000,,,
21may2000,,,
22may2000,13891.24,11177.79,1400.72
23may2000,13587.16,11176.45,1373.86
24may2000,14166.4,11216,1399.05
25may2000,14185.61,11168.95,1381.52
26may2000,14542.26,11158.45,1378.02
27may2000,,,
28may2000,,,
29may2000,14772.63,11177.85,
30may2000,15248.55,11140.57,1422.45
31may2000,14956.61,11146.179,1420.6
01jun2000,15450.04,11150.87,1448.81
02jun2000,16222.48,11142.04,1477.26
03jun2000,,,
04jun2000,,,
05jun2000,16022.93,11101.7,1467.63
06jun2000,15946.63,11124.839,1457.84
07jun2000,16271.74,11124.47,1471.36
08jun2000,16398.8,11103.33,1461.67
09jun2000,16342.28,11094.25,1456.95
10jun2000,,,
11jun2000,,,
12jun2000,16096.7,11032.83,1446
13jun2000,16354.47,11030.9,1469.44
14jun2000,16366.1,10998.15,1470.54
15jun2000,16561.37,,1478.73
16jun2000,16424.93,,1464.46
17jun2000,,,
18jun2000,,,
19jun2000,16850.03,10964.629,1486
20jun2000,16843.58,10919.23,1475.95
21jun2000,17254.26,10915.78,1479.13
22jun2000,,10911.269,1452.18
23jun2000,16977.26,10882.41,1441.48
24jun2000,,,
25jun2000,,,
26jun2000,16744.8,10883.12,1455.31
27jun2000,16512.93,10875.65,1450.55
28jun2000,16842.29,10832.879,1454.82
29jun2000,16407.16,10888.13,1442.39
30jun2000,16727.95,11107.08,1454.6
01jul2000,,,
02jul2000,,,
03jul2000,17088.54,10850.07,1469.54
04jul2000,17279.21,10836.089,
05jul2000,17134.93,10782.049,1446.23
06jul2000,17348.07,10733.33,1456.67
07jul2000,17598.83,10785.929,1478.9
08jul2000,,,
09jul2000,,,
10jul2000,17471.63,10722.15,1475.62
11jul2000,16880.66,10768.94,1480.88
12jul2000,17053.38,,1492.92
13jul2000,16444.25,10749.12,1495.84
14jul2000,16880.95,10739.57,1509.98
15jul2000,,,
16jul2000,,,
17jul2000,17387.88,10684.639,1510.49
18jul2000,17368.59,10637.049,1493.74
19jul2000,16927.55,10546.209,1481.96
20jul2000,17203.62,10536.86,1495.57
21jul2000,17318.24,10536.19,1480.19
22jul2000,,,
23jul2000,,,
24jul2000,17385.98,10506.78,1464.29
25jul2000,17049.42,10439.11,1474.47
26jul2000,17121.3,10435.799,1452.42
27jul2000,16948.73,10391.28,1449.62
28jul2000,16485.69,10405.04,1419.89
29jul2000,,,
30jul2000,,,
31jul2000,16454.6,10389.75,1430.83
01aug2000,16289.87,10422.879,1438.1
02aug2000,16314.47,10464.929,1438.7
03aug2000,16720.76,10474.139,1452.56
04aug2000,16761.25,10485.58,1462.93
05aug2000,,,
06aug2000,,,
07aug2000,16995.8,10462.309,1479.32
08aug2000,16884.77,10435.79,1482.8
09aug2000,16533.67,,1472.87
10aug2000,16834.8,10432.37,1460.25
11aug2000,17395,10378.69,1471.84
12aug2000,,,
13aug2000,,,
14aug2000,17810.63,,1491.56
15aug2000,17744.13,10401.08,1484.43
16aug2000,17330.77,10424.129,1479.85
17aug2000,17702.52,10421.209,1496.07
18aug2000,17313.69,10424.5,1491.72
19aug2000,,,
20aug2000,,,
21aug2000,17083.38,,1499.48
22aug2000,17224.43,10646.66,1498.13
23aug2000,17450.44,11054.74,1505.97
24aug2000,17310.96,11468.099,1508.31
25aug2000,17642.67,11374.089,1506.45
26aug2000,,,
27aug2000,,,
28aug2000,17460.33,11196.9,1514.09
29aug2000,17354.89,11104.12,1509.84
30aug2000,17414.28,11053.69,1502.59
31aug2000,17346.7,11029.45,1517.68
01sep2000,17577.42,11052.39,1520.77
02sep2000,,,
03sep2000,,,
04sep2000,17613.17,11019.37,
05sep2000,17424.97,11023.36,1507.08
06sep2000,17589.66,11010.5,1492.25
07sep2000,,10946.639,1502.51
08sep2000,17433.17,10964.36,1494.5
09sep2000,,,
10sep2000,,,
11sep2000,17287.65,10900.18,1489.26
12sep2000,16882.69,10928.66,1481.99
13sep2000,16998.51,10903.12,1484.91
14sep2000,16768.53,10899.67,1480.87
15sep2000,16563.18,10894.42,1465.81
16sep2000,,,
17sep2000,,,
18sep2000,15913.13,,1444.51
19sep2000,16188.45,10919.04,1459.9
20sep2000,16077.7,10896.66,1451.34
21sep2000,16146.02,10883.87,1449.05
22sep2000,16353.09,10875.73,1448.72
23sep2000,,,
24sep2000,,,
25sep2000,16318.55,10827.65,1439.03
26sep2000,16254.93,10856.259,1427.21
27sep2000,15848.12,10864.74,1426.57
28sep2000,16013.69,10881.08,1458.29
29sep2000,15928.39,,1436.51
30sep2000,,,
01oct2000,,,
02oct2000,15559.3,10823.82,1436.23
03oct2000,15633.27,10875.69,1426.46
04oct2000,15876.39,10850.44,1434.32
05oct2000,16362.05,10874.99,1436.28
06oct2000,15945.91,10860.23,1408.99
07oct2000,,,
08oct2000,,,
09oct2000,15855.31,10863.39,1402.03
10oct2000,15747.09,10858.9,1387.02
11oct2000,15526.05,10789.84,1364.59
12oct2000,,10719.12,1329.78
13oct2000,15385.08,10723.34,1374.17
14oct2000,,,
15oct2000,,,
16oct2000,15241.85,10693.57,1374.62
17oct2000,14870.13,10598.38,1349.97
18oct2000,14420.72,,1342.13
19oct2000,14845.14,10556.63,1388.76
20oct2000,14529.41,,1396.93
21oct2000,,,
22oct2000,,,
23oct2000,13989.84,10626.12,1395.78
24oct2000,13799.19,10626.25,1398.13
25oct2000,13665.31,10609.56,1364.9
26oct2000,14223.13,10599.05,1364.44
27oct2000,14691.68,10589.26,1379.58
28oct2000,,,
29oct2000,,,
30oct2000,14891.14,10615.24,1398.66
31oct2000,14867.23,10583.809,1429.4
01nov2000,14791.19,10565.599,1421.22
02nov2000,,10567.179,1428.32
03nov2000,14533.96,10532.419,1426.69
04nov2000,,,
05nov2000,,,
06nov2000,14800.91,,1432.19
07nov2000,14968.75,,1431.87
08nov2000,14656.3,10520.23,1409.28
09nov2000,14524.38,10520.23,1400.14
10nov2000,14625.95,10469.219,1365.98
11nov2000,,,
12nov2000,,,
13nov2000,14371.81,10441.83,1351.26
14nov2000,14540.27,10422.679,1382.95
15nov2000,,10376.849,1389.81
16nov2000,14489.96,10334.73,1372.32
17nov2000,14323.22,10233.709,1367.72
18nov2000,,,
19nov2000,,,
20nov2000,14499.8,10128.799,1342.62
21nov2000,14783.73,10037.009,1347.35
22nov2000,14576.98,10133.139,1322.36
23nov2000,14314.45,10155.88,
24nov2000,14335.5,10136.69,1341.77
25nov2000,,,
26nov2000,,,
27nov2000,14008.2,10091.79,1348.97
28nov2000,13913.85,10080.129,1336.09
29nov2000,13787.52,10070.7,1341.91
30nov2000,13287.39,10051.28,1314.95
01dec2000,13437.49,10008.66,1315.23
02dec2000,,,
03dec2000,,,
04dec2000,13510,9780.23,1324.97
05dec2000,14181.62,9673.34,1376.54
06dec2000,13945.41,9669.200000000001,1351.46
07dec2000,14459.98,9785.16,1343.55
08dec2000,14982.99,9786.17,1369.89
09dec2000,,,
10dec2000,,,
11dec2000,15187.95,9882.17,1380.2
12dec2000,14906.02,9912.65,1371.18
13dec2000,15290.51,9907.940000000001,1359.99
14dec2000,15259,10004.99,1340.93
15dec2000,14987.95,10014.969,1312.15
16dec2000,,,
17dec2000,,,
18dec2000,15082.75,10077.19,1322.74
19dec2000,15336.11,10061.29,1305.6
20dec2000,14622.41,9975.74,1264.74
21dec2000,14505.45,9984.969999999999,1274.86
22dec2000,14652.06,9905.360000000001,1305.97
23dec2000,,,
24dec2000,,,
25dec2000,,,
26dec2000,14794.58,9892.030000000001,1315.19
27dec2000,15186.15,,1328.92
28dec2000,15259.29,,1334.22
29dec2000,,9833.85,1320.28
30dec2000,,,
31dec2000,,,
01jan2001,,,
02jan2001,15425.34,9833.85,1283.27
03jan2001,16599.42,9835.59,1347.56
04jan2001,16675.06,9730.09,1333.34
05jan2001,16409.81,,1298.35
06jan2001,,,
07jan2001,,,
08jan2001,16562.14,9518.469999999999,1295.86
09jan2001,16975.64,9515.02,1300.8
10jan2001,16918.57,9382.469999999999,1313.27
11jan2001,17023.58,,1326.82
12jan2001,16850.09,9280.389999999999,1318.32
13jan2001,,,
14jan2001,,,
15jan2001,16962.75,9243.190000000001,
16jan2001,16720.98,9276.91,1326.65
17jan2001,17191.02,9164.110000000001,1329.47
18jan2001,17521.46,9067.65,1347.97
19jan2001,17530.09,8816.940000000001,1342.54
20jan2001,,,
21jan2001,,,
22jan2001,17391.67,8584.129999999999,1342.9
23jan2001,17832.13,8669.459999999999,1360.4
24jan2001,17771.76,8992.76,1364.3
25jan2001,,9039.879999999999,1357.51
26jan2001,17889.05,9167.4,1354.95
27jan2001,,,
28jan2001,,,
29jan2001,17883.38,9523.459999999999,1364.17
30jan2001,17722.58,9488.66,1373.73
31jan2001,17672.77,9475.440000000001,1366.01
01feb2001,17038.74,9481.200000000001,1373.47
02feb2001,16914.96,9430.34,1349.47
03feb2001,,,
04feb2001,,,
05feb2001,16731.24,9791.09,1354.31
06feb2001,17006.77,9532.700000000001,1352.26
07feb2001,16812.35,9609.15,1340.89
08feb2001,17243.3,9637.620000000001,1332.53
09feb2001,17138.4,9653.82,1314.76
10feb2001,,,
11feb2001,,,
12feb2001,16917.06,9731.139999999999,1330.31
